Institue,Branch,Quota,Category,Gender,Opening,Closing
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,78748,86322
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,45173,45700
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,63574,64729
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Neutral,1286659,1286659
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,46022,50535
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female,66000,66000
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,51592,52789
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,82833,86782
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Neutral,1332999,1332999
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,153656,155449
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Neutral,208348,208593
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Neutral,57688,59128
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,Neutral,63265,63265
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Neutral,61312,61684
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Neutral,48609,48609
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female,74808,74808
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN (PwD),Neutral,1125844,1125844
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Neutral,61492,61492
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,Neutral,224391,224391
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,36942,36942
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",HS,EWS,Neutral,42565,42565
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,29389,31729
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,39142,40586
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,67022,67022
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Neutral,79718,79718
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female,102973,102973
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Neutral,74749,81964
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Neutral,179340,179340
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,509600,534773
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,474849,474849
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,685325,685325
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,65741,69126
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,82121,82254
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,83528,85081
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,180882,188155
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,20487,20487
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,25994,25994
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Neutral,49793,49793
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,152281,159634
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,221792,224049
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,40877,44721
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,52546,54732
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,48523,50463
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,155327,155327
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,27611,27611
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,52681,52681
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Neutral,60167,61189
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,710761,710761
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,53525,55649
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,64579,64579
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,63795,67493
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female,95879,95879
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,62464,71611
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",AI,EWS,Neutral,5732,5732
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",AI,EWS,Female,6110,6110
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Neutral,5384,5384
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",AI,ST,Neutral,12719,12719
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",HS,OPEN,Neutral,5295,5295
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN,Neutral,3073,3073
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Neutral,7206,10480
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female,7145,7145
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",OS,SC,Female,10394,10394
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",OS,ST,Neutral,14905,14905
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Neutral,95018,95073
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Neutral,89134,89134
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female,99168,99168
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,185210,208608
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,245823,390686
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,SC,Neutral,373274,373274
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,ST,Neutral,445991,445991
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,71820,88544
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,90125,98682
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,99907,104001
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female,109243,109243
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,89434,96205
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,101992,103634
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,203058,215900
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female,260859,260859
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,144617,150840
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female,125295,127201
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Neutral,330146,330146
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,164694,192706
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Neutral,345372,345372
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,74355,79188
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female,83486,91800
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Neutral,84660,89649
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,83094,88045
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,98821,99122
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,78296,78296
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female,128778,128778
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,97584,97584
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,49350,51945
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,58239,58239
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,54550,56218
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,57951,59793
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,81956,81956
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,93046,100846
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,106148,107429
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Neutral,194436,194436
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,109055,117444
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,165134,165134
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,55971,60018
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,74669,74669
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,60757,63261
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female,80616,80616
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,62547,66171
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,90127,90127
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,22056,22056
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,34039,34039
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,15095,15358
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,16920,16920
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,19116,20039
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,57677,57677
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Neutral,85163,85163
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,71544,73990
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,30658,31603
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,44229,44371
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,35606,37541
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,36306,37058
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,54898,54898
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,38693,38693
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,61280,61714
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,23500,23684
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,25183,25183
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,28101,28276
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,29905,29905
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,57314,57314
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,19497,20023
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Neutral,20828,20925
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,24200,25212
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,ST,Neutral,133703,133703
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,68363,68575
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,99287,99287
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Neutral,105525,105525
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,93008,93008
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,125540,161831
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,42142,45041
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,55457,55457
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,46205,50528
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,51581,53069
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,76835,81898
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,156382,160801
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,95247,95247
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,109181,109181
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,122517,126480
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,213750,213750
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Neutral,339292,339292
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,61687,68441
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,76086,76086
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,69622,71815
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female,80755,80755
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,70167,79597
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,105270,107052
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,193879,199635
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Neutral,264221,264221
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",AI,EWS,Female,98299,98299
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,105558,107057
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,OPEN,Female,185772,185772
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,EWS,Neutral,202742,232396
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,146250,148362
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,227098,227098
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,SC,Neutral,326945,326945
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,SC,Female,373787,373787
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,63587,69003
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,OPEN,Female,89508,93701
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,EWS,Neutral,69779,76164
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,EWS,Female,101446,101446
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,74568,82629
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,97672,118066
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,SC,Neutral,190661,201140
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,ST,Neutral,267149,267149
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN,Female,54155,54155
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female,78145,78145
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,47089,47089
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OPEN,Female,60830,60830
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,51060,51366
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,83110,83110
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Neutral,96264,98541
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female,132690,132690
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,594819,594819
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,84128,94766
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,126819,126819
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,98621,100176
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,142018,142018
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,208672,211263
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female,285004,285004
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Neutral,266809,266809
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,39917,39917
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Neutral,779957,779957
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,116146,121514
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female,80215,80215
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female,84599,84599
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,59602,62382
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,84299,84299
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,68643,73663
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,99267,99267
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,189219,189219
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female,254896,254896
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,49548,51050
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,54767,58031
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,83231,83231
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female,81109,81109
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Neutral,77062,80583
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female,143414,143414
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Neutral,195186,197082
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,71128,75190
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,96140,105657
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,82609,89457
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,151821,151821
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,211513,213818
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Neutral,108993,118945
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,206614,206614
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Neutral,431486,431486
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,81299,94774
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,119718,119718
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,96933,100259
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female,168112,168112
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Neutral,226210,226210
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Neutral,308756,308756
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Neutral,226818,245757
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,45015,47057
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,52439,53328
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Neutral,49738,50086
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Neutral,254371,254371
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Neutral,72176,72176
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,189756,189756
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,68482,69841
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,90762,95152
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Neutral,74905,74905
